Garage_Cars,Gr_Liv_Area,Total_Bsmt_SF,Exter_Qual_Typical,First_Flr_SF,Year_Built,Second_Flr_SF,Fireplace_Qu_No_Fireplace,Wood_Deck_SF,Central_Air_Y
1,1422,1290,1,1422,1926,0,1,0,1
2,1851,822,1,1020,1964,831,0,239,1
2,1226,1226,0,1226,1980,0,0,133,1
2,1584,1574,0,1584,2007,0,0,0,1
2,1297,1297,1,1297,1954,0,0,0,1
3,1850,1833,0,1850,2004,0,0,519,1
2,715,715,1,715,1929,0,1,0,0
2,1533,1533,1,1533,1975,0,0,200,1
1,988,876,1,988,1950,0,1,0,1
2,1514,794,1,819,2000,695,0,0,1
2,1458,729,1,729,1999,729,0,0,1
2,1456,728,0,728,2007,728,0,100,1
1,1206,1206,1,1206,1959,0,1,0,1
1,1374,884,1,932,1938,442,1,64,1
2,1798,1075,1,1156,1900,642,1,0,1
0,1344,536,0,808,1915,536,1,42,0
3,3500,1733,0,1933,1993,1567,0,870,1
1,2315,1168,1,1278,1950,1037,0,0,1
1,1078,1054,1,1078,1925,0,1,0,1
2,1335,1335,0,1335,2006,0,1,0,1
2,1452,691,0,713,1999,739,1,0,1
0,2256,840,1,1128,1910,1128,1,0,0
2,1617,1604,0,1617,1993,0,0,0,1
2,1154,1154,1,1154,1966,0,0,0,1
1,768,768,1,768,1955,0,0,0,1
1,1154,864,1,1154,1953,0,1,63,1
1,1416,780,1,780,1948,636,1,221,1
2,1767,1064,0,1064,1987,703,0,441,1
1,2133,1528,0,1225,1941,908,0,0,1
1,1369,672,1,697,1925,672,1,147,0
2,864,864,1,864,1971,0,1,216,1
2,1775,533,1,1131,1964,644,1,0,1
2,1962,888,1,888,1915,1074,0,160,1
2,1040,1040,1,1040,1996,0,1,168,1
2,1676,1160,1,1676,1977,0,0,690,1
2,1479,1468,0,1479,1999,0,1,120,1
2,1326,1326,1,1326,2005,0,1,120,1
3,2552,2552,0,2552,2007,0,0,130,1
3,2956,1706,0,1718,2004,1238,0,194,1
1,1595,940,1,1192,1940,403,0,0,1
1,864,864,1,864,1963,0,1,0,1
2,1877,1084,1,1084,1974,793,0,0,1
2,1414,707,0,707,2004,707,0,100,1
2,1644,941,1,961,1999,683,0,460,1
2,914,914,1,914,1979,0,1,0,1
4,1344,1344,1,1344,1997,0,1,0,1
2,1312,1267,0,1312,2001,0,1,256,1
2,1866,1866,1,1866,1958,0,1,0,1
1,896,882,1,896,1961,0,1,140,1
2,1476,738,0,738,2007,738,1,0,1
2,1558,690,1,868,1939,690,0,0,1
3,2541,1149,0,1164,2005,1377,0,120,1
0,1594,828,1,828,1910,658,1,0,1
2,1755,840,1,840,1999,915,0,176,1
2,1212,506,1,1212,1977,0,0,292,1
0,1964,940,1,1024,1911,940,1,0,0
2,1494,1494,0,1494,1994,0,0,0,1
2,1114,1114,1,1114,2003,0,1,0,1
2,1709,970,0,970,2004,739,1,0,1
2,1088,1074,0,1088,1986,0,1,0,1
2,2291,1214,1,1260,1910,1031,0,0,0
1,1374,840,0,840,1920,534,1,0,1
1,1183,528,1,1183,1959,0,1,0,1
1,672,672,0,672,1940,0,1,88,1
2,1444,384,1,744,2006,700,1,100,1
1,1031,1031,0,1031,1952,0,1,0,1
2,1418,1418,1,1418,1997,0,0,208,1
2,1361,1351,0,1361,2007,0,1,0,1
0,968,600,1,600,1910,368,1,0,0
1,1117,1117,1,1117,1963,0,1,0,1
2,2013,1117,0,1127,1996,886,0,180,1
2,1224,1224,1,1224,1999,0,1,0,1
2,1176,816,1,816,1934,0,0,112,1
1,1576,1042,1,1042,1928,534,0,0,1
3,3493,1470,1,1675,1880,1818,0,302,1
2,1524,1524,1,1524,1979,0,0,140,1
2,1674,1163,1,1163,1918,511,0,72,1
1,816,816,1,816,1922,0,1,0,1
2,1132,1132,1,1132,2005,0,1,252,1
1,1111,530,1,581,1920,530,1,0,0
1,1639,1064,1,1166,1936,0,1,0,1
2,981,981,1,981,1971,0,1,0,1
1,1505,883,1,988,1940,517,1,0,1
3,1717,756,1,961,1915,756,0,0,1
1,1638,967,1,967,1957,671,1,0,1
2,1440,1440,0,1440,1981,0,0,0,1
3,2332,1682,0,1742,2007,590,0,196,1
1,1049,1049,0,1049,1984,0,1,0,1
1,1376,780,1,780,1937,596,0,0,1
1,988,462,1,526,1973,462,0,0,1
2,2414,954,1,1766,1900,648,0,142,0
2,894,864,1,894,1974,0,0,241,1
2,1040,0,1,1040,1949,0,1,0,0
2,970,970,1,970,1963,0,1,0,1
2,1577,1577,0,1577,2005,0,0,203,1
2,1671,1426,0,1671,1976,0,0,280,1
2,1190,1106,1,1190,1962,0,1,0,1
4,2790,1620,0,1632,2005,1158,0,30,1
0,1114,1114,1,1114,2004,0,1,0,1
2,1302,630,1,630,1970,672,1,0,1
1,1176,1176,1,1176,1969,0,1,0,1
2,1051,1051,1,1051,1968,0,1,0,1
2,1320,660,0,660,2003,660,1,0,1
1,1144,1144,1,1144,1960,0,0,0,1
2,1200,600,0,600,2004,600,1,0,1
2,2064,2048,0,2064,1978,0,0,200,1
3,2014,2014,0,2014,1980,0,0,462,1
2,1762,826,0,878,2002,884,1,320,1
2,2184,1068,0,1068,2003,1116,0,192,1
2,848,848,0,848,2004,0,0,140,1
1,958,958,1,958,1960,0,1,0,1
2,1337,1405,0,1337,1998,0,1,144,1
0,1092,0,0,372,1930,720,1,0,0
0,1792,896,1,896,1974,896,1,32,1
2,1504,1504,0,1504,1996,0,0,115,1
2,864,864,1,864,1970,0,1,210,1
2,1310,1310,0,1310,2005,0,0,0,1
2,1523,1193,1,1523,1976,0,0,0,1
2,1430,596,1,834,1924,596,1,218,1
0,796,796,1,796,1910,0,1,328,1
2,2104,1226,1,1226,1910,878,1,0,1
3,1641,1641,0,1641,2008,0,1,0,1
2,1786,1499,1,1619,1965,167,0,670,1
2,1525,1525,0,1525,2000,0,1,219,1
2,1652,1592,1,1652,1959,0,0,0,1
2,1453,1453,1,1453,1986,0,0,0,1
2,1673,1673,0,1673,2000,0,0,306,1
2,1879,1079,0,1079,1993,800,0,400,1
2,1394,384,0,754,2003,640,0,100,1
2,1964,1100,0,1116,2005,848,0,200,1
2,2061,1070,0,1094,1995,967,0,296,1
1,2071,825,1,2071,1956,0,0,131,1
2,1152,912,1,1152,1968,0,1,0,1
1,1068,1124,1,1068,1923,0,0,0,1
2,1072,547,1,1072,2005,0,1,0,1
1,1340,0,1,1340,1957,0,0,116,1
4,2034,0,1,2034,1953,0,1,483,1
2,1588,725,0,725,2007,863,1,0,1
2,1707,1140,1,1707,1978,0,0,0,1
3,2945,1410,0,1426,2006,1519,0,192,1
1,892,892,1,892,1967,0,1,0,1
3,1634,1626,0,1634,2006,0,0,0,1
2,2119,689,1,1378,1972,741,0,0,1
2,1641,728,1,832,1925,809,0,0,1
2,1920,960,1,960,1930,960,0,248,1
2,1200,600,0,600,2005,600,1,0,1
2,1398,684,1,684,1976,714,0,0,1
1,1077,1007,1,1077,1922,0,0,0,0
1,2526,714,1,1664,1916,862,0,88,0
1,890,890,1,890,1968,0,1,0,0
0,1198,901,1,1088,1920,110,1,0,1
2,2157,924,1,1216,1966,941,0,105,1
2,1839,1195,0,1195,1998,644,1,0,1
2,1285,660,1,1285,1977,0,0,138,1
2,1719,1719,0,1719,1993,0,0,122,1
2,2060,992,0,1022,1999,1038,0,0,1
2,2524,2524,0,2524,1981,0,0,474,1
1,1123,732,1,772,1939,351,1,0,1
0,1200,1200,1,1200,1987,0,1,120,1
2,1240,1265,1,1240,1985,0,1,232,1
1,1639,747,1,892,1946,747,0,0,1
2,1342,1342,0,1342,2006,0,0,0,1
2,848,848,0,848,2003,0,1,140,1
2,1274,624,1,624,1991,650,1,22,1
2,1388,1388,1,1388,1968,0,0,0,1
3,2183,1204,0,1377,1988,806,1,0,1
2,2093,791,1,1236,1986,857,0,364,1
2,832,832,1,832,1954,0,1,0,1
2,1314,1314,0,1314,2007,0,0,172,1
4,2787,1168,1,1168,2000,1619,0,312,1
3,1670,1670,0,1670,2006,0,0,144,1
2,1638,943,1,943,1998,695,0,100,1
2,1174,680,1,680,1900,494,0,116,1
2,1710,576,1,902,1921,808,1,12,1
1,1224,816,1,816,1948,408,1,414,1
2,1495,1495,1,1495,1989,0,0,252,1
2,1779,951,0,951,1999,828,0,208,1
3,2726,1342,0,1358,1995,1368,0,307,1
1,1389,651,1,707,1946,682,0,0,1
0,1152,0,1,1152,1955,0,1,0,0
2,1218,1218,0,1218,2007,0,1,168,1
1,864,864,1,864,1959,0,1,168,1
2,1782,1782,0,1782,1979,0,0,467,1
3,2262,1482,0,1482,2003,780,0,168,1
2,2080,1040,1,1040,1969,1040,0,335,1
1,918,852,1,918,1975,0,1,192,1
1,836,836,1,836,1975,0,1,0,1
2,860,840,1,860,1982,0,1,0,1
2,747,600,1,747,1926,0,1,0,1
3,1564,1564,0,1564,2007,0,1,0,1
2,1188,988,1,1188,1956,0,0,102,1
2,879,864,1,879,1975,0,1,0,1
2,1040,1040,1,1040,1925,0,1,0,1
2,1194,655,1,1194,1959,0,0,0,1
2,2314,1150,0,1164,2003,1150,0,0,1
1,1889,925,0,964,1910,925,0,0,0
2,1508,1508,0,1508,2009,0,0,0,1
2,894,894,1,894,1968,0,0,0,1
2,1419,1487,0,1419,2002,0,1,196,1
1,864,864,1,864,1959,0,1,0,1
2,1509,783,0,807,2003,702,0,0,1
1,899,481,1,899,1910,0,1,0,0
2,3194,965,1,1940,1934,1254,0,0,1
2,1299,967,1,1299,1954,0,0,81,1
1,1363,1008,0,1363,1951,0,0,324,1
1,1512,798,0,798,1925,714,0,85,1
0,729,0,1,729,1945,0,1,0,0
2,876,876,1,876,1951,0,0,0,1
1,932,932,1,932,1950,0,0,0,1
1,912,912,1,912,1962,0,1,0,1
1,2008,896,1,1112,1948,896,1,103,1
2,2290,777,1,1246,1885,1044,1,0,1
0,1100,1100,1,1100,2006,0,1,0,1
1,630,630,1,630,1970,0,1,0,1
2,2559,868,0,1313,1989,1246,0,0,1
1,1282,672,1,778,1942,504,1,0,0
2,1433,1251,1,1433,1961,0,0,144,1
2,1504,1346,0,1504,2005,0,0,156,1
2,1432,716,0,716,2004,716,0,100,1
2,2134,844,1,1445,1916,689,1,0,0
2,1178,1090,1,1178,1976,0,1,0,1
2,1173,1053,1,1173,1974,0,0,0,1
2,1456,1451,0,1456,2008,0,0,192,1
2,1812,952,0,952,2002,860,0,144,1
2,1501,697,1,697,1993,804,0,190,1
2,1344,819,1,1344,1958,0,0,0,1
1,1053,1053,0,1053,1959,0,1,0,1
2,1598,848,0,848,2004,750,0,100,1
1,1636,818,1,818,1919,818,0,0,1
0,1716,780,1,936,1912,780,1,0,0
3,2324,1175,0,1182,2005,1142,0,147,1
2,1121,1121,1,1121,1963,0,1,0,1
3,1828,1822,0,1828,2007,0,0,0,1
0,1306,728,1,1306,1940,0,1,263,1
2,1025,1015,1,1025,1976,0,0,127,1
2,848,848,0,848,2004,0,0,149,1
0,630,630,1,630,1972,0,1,96,1
1,1440,1248,1,1440,1959,0,1,150,1
2,1484,742,0,742,2005,742,0,36,1
2,1088,1088,1,1088,1963,0,1,0,1
3,1424,1100,1,1424,1969,0,1,144,1
2,1414,707,0,707,2002,707,0,100,1
2,1728,864,0,864,2003,864,1,216,1
1,1740,936,0,960,1920,780,0,0,0
1,768,768,1,768,1972,0,1,192,1
